"id","time","Y","error","eff","tr_cum","tr_prob","D","X1","X2","alpha","xi","F1","F2","L1","L2","FL1","FL2"
101,1,12.1585197627346,-3.94264017899227,0,0,0.0207859187185393,0,1.2996376498866,0.598437771746413,1.51287719440149,2.64855829305862,0.235272064431608,0.466011021561758,1.08552881784386,1.20946601750952,0.255394605974127,0.563624494363845
101,2,15.0839149014557,-0.5193247398198,0,0,0.0780415192589977,0,-0.0293687831942084,-0.27470093477274,1.51287719440149,4.03192532833175,0.28934805594231,2.12660680573358,1.08552881784386,1.20946601750952,0.314095653112474,2.57205866413925
101,3,14.8505942819008,1.7182923483099,0,0,0.0273291001987478,0,-2.23662183763668,0.526919118805414,1.51287719440149,2.70940865528133,0.474655335648733,0.847377368275187,1.08552881784386,1.20946601750952,0.515252045390048,1.02487413093549
101,4,16.5792660550952,0.265573638433242,0,0,0.0253335615520847,0,0.545030066464794,0.830334886613237,1.51287719440149,2.35094147177817,0.433300209150468,0.758785082241457,1.08552881784386,1.20946601750952,0.470359863810603,0.917724771564212
101,5,6.78469353826514,0.24319454590697,0,0,0.0531900262129967,0,0.830842052438663,-3.09101328810839,1.51287719440149,2.53427541331189,0.63339517320228,1.83818401009066,1.08552881784386,1.20946601750952,0.687568713594276,2.22322109413404
101,6,14.0769750804788,1.23805640479951,0,0,0.0304317229835177,0,-0.497579143100874,-0.364912203758424,1.51287719440149,3.36852771210495,0.986804534142304,0.374438280033815,1.08552881784386,1.20946601750952,1.07120475939045,0.452870375355614
101,7,17.2822164633042,2.52258231961271,0,0,0.0263579797289626,0,-0.601027404256258,0.694589254623099,1.51287719440149,1.92684068683902,0.999375834305747,0.600736387398041,1.08552881784386,1.20946601750952,1.08485126799563,0.726570246039368
101,8,20.2077560217535,3.51083158665814,0,0,0.0220263958011447,0,-0.512197814083257,1.35834438206509,1.51287719440149,2.29077375472595,1.09332752206697,0.0974357533005371,1.08552881784386,1.20946601750952,1.18683853254551,0.117845232507441
101,9,13.3790380886415,-0.170420771383521,0,0,0.0353294832908695,0,-0.00493237975734888,-0.161490105639927,1.51287719440149,2.11690933662312,1.1265502432026,0.959446455154303,1.08552881784386,1.20946601750952,1.22290275374543,1.16041788312911
101,10,15.9434723482449,1.95300444510579,0,0,0.0589684177776407,0,-0.0971479127091374,-0.71220743752261,1.51287719440149,3.88164775214374,1.29768231389319,1.15363906445557,1.08552881784386,1.20946601750952,1.40867154813735,1.39528724493049
101,11,25.390370472654,4.83727148929637,0,0,0.0475765662511255,0,-0.0240353972755118,1.38477732687119,1.51287719440149,4.73551628184339,1.4493490002374,0.475701193561106,1.08552881784386,1.20946601750952,1.57331010687088,0.575344428100878
101,12,12.1973002605289,-1.82592726991216,0,0,0.022844655780043,0,-0.127390337614326,-0.151306630827767,1.51287719440149,4.25328983574927,1.7109742289971,-0.863765889620235,1.08552881784386,1.20946601750952,1.85731183216453,-1.04469549057956
101,13,8.40214756489093,-2.91427963171049,0,0,0.0104516420549375,0,-0.131885620363053,-0.418041771857996,1.51287719440149,3.45928856785089,2.0528486859695,-2.08679565136256,1.08552881784386,1.20946601750952,2.22842640729279,-2.52390842580967
101,14,12.5195436029285,-3.20141351745919,0,0,0.0471735500101402,0,0.453742255459208,-0.350158310063643,1.51287719440149,4.06851988924925,2.0329136021065,0.416507794431164,1.08552881784386,1.20946601750952,2.20678629927337,0.503752023392336
