"id","time","Y","D","X1","X2","eff","error","mu","alpha","xi","F1","L1","F2","L2"
101,1,6.21099767980831,0,0.377673555338416,-0.173246959723285,0,0.298227591540715,5,-0.060523639897961,1.13133721341418,0.253318513994755,-0.0430327326003402,0.00576418589988693,-0.880466666044175
101,2,4.02710593923541,0,1.73320085740114,-0.494500925331486,0,0.636569674033849,5,-0.060523639897961,-1.46064007092482,-0.028546755348703,-0.0430327326003402,0.38528040112633,-0.880466666044175
101,3,8.87718736045222,0,1.85801589313994,0.498443195562832,0,-0.483780625708744,5,-0.060523639897961,0.739947510877334,-0.0428704572913161,-0.0430327326003402,-0.370660031792409,-0.880466666044175
101,4,11.5153459680888,0,1.39433693398271,1.12727127598286,0,0.516862044313609,5,-0.060523639897961,1.90910356921748,1.36860228401446,-0.0430327326003402,0.644376548518833,-0.880466666044175
101,5,5.9715262013068,0,2.3636962503167,-0.153521461990701,0,0.368964527385086,5,-0.060523639897961,-1.4438931609718,-0.225770985659268,-0.0430327326003402,-0.220486561818751,-0.880466666044175
101,6,8.23790527201963,0,0.537086675860247,0.877439747321153,0,-0.215380507641693,5,-0.060523639897961,0.701784335374711,1.51647060442954,-0.0430327326003402,0.331781963915697,-0.880466666044175
101,7,0.191108174195742,0,1.21914233443941,-1.62384098022075,0,0.0652930335253153,5,-0.060523639897961,-0.262197489402468,-1.54875280423022,-0.0430327326003402,1.09683901314935,-0.880466666044175
101,8,4.82844803288512,0,0.783973768905049,0.373176546761041,0,-0.034067253738464,5,-0.060523639897961,-1.57214415914549,0.584613749636069,-0.0430327326003402,0.435181490833803,-0.880466666044175
101,9,12.1172699227504,0,0.192084773698004,2.03009414460051,0,2.12845189901618,5,-0.060523639897961,-1.51466765378175,0.123854243844614,-0.0430327326003402,-0.325931585531227,-0.880466666044175
101,10,1.44464811551031,0,1.52330280070406,-0.551493135306508,0,-0.741336096272828,5,-0.060523639897961,-1.60153617357459,0.215941568743973,-0.0430327326003402,1.14880761845109,-0.880466666044175
101,11,2.89126992532256,0,2.0479693398153,-0.526063011080891,0,-1.09599626707466,5,-0.060523639897961,-0.530906522170303,0.379639482759882,-0.0430327326003402,0.993503855962119,-0.880466666044175
101,12,5.47306264738415,0,1.42827949723826,0.330167622546323,0,0.0377883991710788,5,-0.060523639897961,-1.4617555849959,-0.502323453109302,-0.0430327326003402,0.54839695950807,-0.880466666044175
101,13,9.4269380468938,0,0.13817452745181,1.1822487158572,0,0.310480749443137,5,-0.060523639897961,0.687916772975828,-0.33320738366942,-0.0430327326003402,0.238731735111441,-0.880466666044175
101,14,13.9347151385141,0,0.186058377124058,1.89195517679945,0,0.436523478910183,5,-0.060523639897961,2.10010894052567,-1.01857538310709,-0.0430327326003402,-0.627906076039371,-0.880466666044175
101,15,12.4426793481339,0,1.64307279278361,2.91913767458143,0,-0.458365332711106,5,-0.060523639897961,-1.28703047603518,-1.07179122647558,-0.0430327326003402,1.36065244853001,-0.880466666044175
101,16,11.7455055216438,0,1.3054922656181,1.7535590972751,0,-1.06332613397119,5,-0.060523639897961,0.787738847475178,0.303528641404258,-0.0430327326003402,-0.600259587147127,-0.880466666044175
101,17,9.69219727084899,0,1.28500408285032,1.12688363008286,0,1.26318517608949,5,-0.060523639897961,0.76904224100091,0.448209778629426,-0.0430327326003402,2.18733299301658,-0.880466666044175
101,18,11.2741339176131,0,0.150980137355123,2.51760623808537,0,-0.349650387953555,5,-0.060523639897961,0.332202578950118,0.0530042267305041,-0.0430327326003402,1.53261062618519,-0.880466666044175
101,19,7.69043248425671,0,2.28572117401401,0.723761933679897,0,-0.865512862653374,5,-0.060523639897961,-1.00837660827701,0.922267467879738,-0.0430327326003402,-0.235700359100477,-0.880466666044175
101,20,9.6816311356115,0,0.624040272690032,1.21944601214155,0,-0.236279568941097,5,-0.060523639897961,-0.119452606630659,2.05008468562714,-0.0430327326003402,-1.02642090030678,-0.880466666044175
101,21,10.1271447761146,1,1.41742709453833,1.04534572328414,0.465155669596992,-0.197175894348552,5,-0.060523639897961,-0.280395335170247,-0.491031166056535,-0.0430327326003402,-0.710406563699301,-0.880466666044175
101,22,5.30845143849659,1,-0.624524954954127,-1.22743803422654,3.12971200930182,1.10992028971364,5,-0.060523639897961,0.56298953322048,-2.30916887564081,-0.0430327326003402,0.25688370915653,-0.880466666044175
101,23,5.07209968887021,1,-1.41672605535648,-0.789587694198697,4.03188963184648,0.0847372921971965,5,-0.060523639897961,-0.372438756103829,1.00573852446226,-0.0430327326003402,-0.246691878462374,-0.880466666044175
101,24,16.7878443689413,1,-0.669758940547724,2.47998794417021,3.01061742443,0.754053785184521,5,-0.060523639897961,0.976973386685621,-0.709200762582393,-0.0430327326003402,-0.347542599397733,-0.880466666044175
101,25,11.8293793542806,1,0.929251212658306,0.217960270937763,5.31316852556151,-0.499292017172261,5,-0.060523639897961,-0.374580857767014,-0.688008616467358,-0.0430327326003402,-0.951618567265016,-0.880466666044175
101,26,14.5998296070818,1,1.89493994730031,0.554136340881436,4.84033522964686,0.214445309581601,5,-0.060523639897961,1.05271146557933,1.0255713696967,-0.0430327326003402,-0.0450277248089203,-0.880466666044175
101,27,11.4190110709507,1,-0.897927910857833,-0.139581593752454,8.46673353907052,-0.324685911490835,5,-0.060523639897961,-1.04917700666607,-0.284773007051009,-0.0430327326003402,-0.784904469457076,-0.880466666044175
101,28,15.9758927800018,1,-0.443915183313838,0.951581882271683,8.27005957802812,0.0945835281735714,5,-0.060523639897961,-1.26015524475811,-1.22071771225454,-0.0430327326003402,-1.66794193658814,-0.880466666044175
101,29,24.7487577604407,1,2.6474277830276,1.4740223088878,10.067135321187,-0.895363357977542,5,-0.060523639897961,3.2410399349424,0.18130347974915,-0.0430327326003402,-0.380226520287762,-0.880466666044175
101,30,13.9273268077776,1,0.128667609358388,0.333955721308244,10.3881438015061,-1.31080153332797,5,-0.060523639897961,-0.416857588160432,-0.138891362439045,-0.0430327326003402,0.918996609060766,-0.880466666044175
102,1,18.7057281855172,0,2.33217306503447,1.84117762665124,0,1.99721338474797,5,2.29013418365541,1.13133721341418,0.253318513994755,1.69153860837095,0.00576418589988693,0.492595506726855
102,2,15.7228124875134,0,1.17903134664589,2.65735958295194,0,0.600708823672418,5,2.29013418365541,-1.46064007092482,-0.028546755348703,1.69153860837095,0.38528040112633,0.492595506726855
102,3,11.4532193431761,0,1.01651677142654,1.30433157956425,0,-1.25127136162494,5,2.29013418365541,0.739947510877334,-0.0428704572913161,1.69153860837095,-0.370660031792409,0.492595506726855
102,4,23.0857803599648,0,3.45275274119084,2.8041650624086,0,-0.611165916680421,5,2.29013418365541,1.90910356921748,1.36860228401446,1.69153860837095,0.644376548518833,0.492595506726855
102,5,8.75623601855102,0,1.20017547043486,1.12860354618935,0,-1.18548008459731,5,2.29013418365541,-1.4438931609718,-0.225770985659268,1.69153860837095,-0.220486561818751,0.492595506726855
102,6,23.6893849436411,0,3.17983790006374,2.5300717650578,0,2.19881034888372,5,2.29013418365541,0.701784335374711,1.51647060442954,1.69153860837095,0.331781963915697,0.492595506726855
102,7,7.67000617938391,0,-0.0764800009885602,0.495204567794709,0,1.31241297643351,5,2.29013418365541,-0.262197489402468,-1.54875280423022,1.69153860837095,1.09683901314935,0.492595506726855
102,8,10.5249316076055,0,-0.645245963162132,1.50468914248824,0,-0.265145056696353,5,2.29013418365541,-1.57214415914549,0.584613749636069,1.69153860837095,0.435181490833803,0.492595506726855
102,9,18.4980046009028,0,3.38864559405686,2.91391553899983,0,0.54319405923209,5,2.29013418365541,-1.51466765378175,0.123854243844614,1.69153860837095,-0.325931585531227,0.492595506726855
102,10,9.94750677443061,0,4.14323051962886,-0.13371759299514,0,-0.41433994791886,5,2.29013418365541,-1.60153617357459,0.215941568743973,1.69153860837095,1.14880761845109,0.492595506726855
102,11,17.3377700195413,0,1.35402281059225,2.85639868812216,0,-0.476246894615578,5,2.29013418365541,-0.530906522170303,0.379639482759882,1.69153860837095,0.993503855962119,0.492595506726855
102,12,7.89910928130839,0,1.09966356493005,0.779743864079107,0,-0.788602837850243,5,2.29013418365541,-1.4617555849959,-0.502323453109302,1.69153860837095,0.54839695950807,0.492595506726855
102,13,19.4717089627472,0,2.6746724343264,3.28654593776371,0,-0.594617267459511,5,2.29013418365541,0.687916772975828,-0.33320738366942,1.69153860837095,0.238731735111441,0.492595506726855
102,14,9.77691308516332,0,1.11657153815736,-0.116181915582152,0,1.65090746733669,5,2.29013418365541,2.10010894052567,-1.01857538310709,1.69153860837095,-0.627906076039371,0.492595506726855
102,15,11.7160097476292,0,2.32348797436687,1.52872371602049,0,-0.0540281250854405,5,2.29013418365541,-1.28703047603518,-1.07179122647558,1.69153860837095,1.36065244853001,0.492595506726855
102,16,14.8266921469162,0,0.508976494270584,1.96761738163472,0,0.119245236427584,5,2.29013418365541,0.787738847475178,0.303528641404258,1.69153860837095,-0.600259587147127,0.492595506726855
102,17,25.9497297130369,0,5.70000459252214,3.37040890566095,0,0.243687429599092,5,2.29013418365541,0.76904224100091,0.448209778629426,1.69153860837095,2.18733299301658,0.492595506726855
102,18,19.5793085672125,0,1.23128518420412,2.8828649793251,0,1.23247587848534,5,2.29013418365541,0.332202578950118,0.0530042267305041,1.69153860837095,1.53261062618519,0.492595506726855
102,19,23.7143907858551,0,3.1935646935207,4.4370620855215,0,-0.51606383094478,5,2.29013418365541,-1.00837660827701,0.922267467879738,1.69153860837095,-0.235700359100477,0.492595506726855
102,20,25.1963359965386,0,3.42431899188357,4.21055183511856,0,-0.992507150392037,5,2.29013418365541,-0.119452606630659,2.05008468562714,1.69153860837095,-1.02642090030678,0.492595506726855
102,21,11.2038001386255,1,0.251693150110672,0.851827616950283,0.891729613301245,1.67569693240319,5,2.29013418365541,-0.280395335170247,-0.491031166056535,1.69153860837095,-0.710406563699301,0.492595506726855
102,22,7.94715521298191,1,-1.23620783378421,0.933474183384249,2.7504885421559,-0.441163216905286,5,2.29013418365541,0.56298953322048,-2.30916887564081,1.69153860837095,0.25688370915653,0.492595506726855
102,23,20.5318676065228,1,1.5342614943321,3.10885605605306,1.89668225324247,-0.723065969939874,5,2.29013418365541,-0.372438756103829,1.00573852446226,1.69153860837095,-0.246691878462374,0.492595506726855
102,24,14.1866881896783,1,2.21908828710936,1.24676209045421,2.56731757360231,-1.23627311888329,5,2.29013418365541,0.976973386685621,-0.709200762582393,1.69153860837095,-0.347542599397733,0.492595506726855
102,25,13.4711260662225,1,0.409361876604603,1.56487879746036,4.36884636166521,-1.2847157223178,5,2.29013418365541,-0.374580857767014,-0.688008616467358,1.69153860837095,-0.951618567265016,0.492595506726855
102,26,27.0775450459266,1,2.90669394549219,2.80858262229778,6.26361795104148,-0.573973479297987,5,2.29013418365541,1.05271146557933,1.0255713696967,1.69153860837095,-0.0450277248089203,0.492595506726855
102,27,18.3407816169351,1,1.05407451725194,1.56993237564854,6.58631192949477,0.617985817166529,5,2.29013418365541,-1.04917700666607,-0.284773007051009,1.69153860837095,-0.784904469457076,0.492595506726855
102,28,8.11203586379278,1,-0.99455805831979,-0.893867523391191,7.53488125810454,1.10984813892972,5,2.29013418365541,-1.26015524475811,-1.22071771225454,1.69153860837095,-1.66794193658814,0.492595506726855
102,29,26.7434638836584,1,0.421973504082525,1.68083081423372,9.92085150404579,0.707588353835588,5,2.29013418365541,3.2410399349424,0.18130347974915,1.69153860837095,-0.380226520287762,0.492595506726855
102,30,23.9975806330641,1,2.10366289930667,1.88957921695017,9.4978072861215,-0.363657297095253,5,2.29013418365541,-0.416857588160432,-0.138891362439045,1.69153860837095,0.918996609060766,0.492595506726855
103,1,10.3439424331061,0,-0.449614431429912,1.00429198099673,0,0.0597499373846007,5,1.48400183087945,1.13133721341418,0.253318513994755,0.37750713086065,0.00576418589988693,1.72832636362545
103,2,17.4320661633355,0,0.524631677704197,3.97785183946967,0,-0.70459646368007,5,1.48400183087945,-1.46064007092482,-0.028546755348703,0.37750713086065,0.38528040112633,1.72832636362545
103,3,7.47552846782087,0,0.0182763523023144,0.535775447851859,0,-0.71721816157401,5,1.48400183087945,0.739947510877334,-0.0428704572913161,0.37750713086065,-0.370660031792409,1.72832636362545
103,4,20.141601426709,0,1.76619926829985,2.48909872030018,0,0.88465049897692,5,1.48400183087945,1.90910356921748,1.36860228401446,0.37750713086065,0.644376548518833,1.72832636362545
103,5,12.3656243420187,0,1.28893135599696,2.50615992978732,0,-1.01559257860354,5,1.48400183087945,-1.4438931609718,-0.225770985659268,0.37750713086065,-0.220486561818751,1.72832636362545
103,6,22.0695050015867,0,4.1599620550944,2.54085227754068,0,1.95529396549246,5,1.48400183087945,0.701784335374711,1.51647060442954,0.37750713086065,0.331781963915697,1.72832636362545
