,id,time,Y,error,eff,tr_cum,tr_prob,D,X1,X2,alpha,xi,F1,F2,L1,L2,FL1,FL2
1,101.0,1.0,12.158519762734619,-3.9426401789922694,0.0,0.0,0.020785918718539256,0.0,1.2996376498865976,0.5984377717464132,1.5128771944014852,2.6485582930586222,0.23527206443160845,0.46601102156175833,1.0855288178438556,1.2094660175095244,0.25539460597412733,0.563624494363845
2,101.0,2.0,15.083914901455696,-0.5193247398198003,0.0,0.0,0.0780415192589977,0.0,-0.029368783194208395,-0.2747009347727401,1.5128771944014852,4.031925328331749,0.28934805594231017,2.1266068057335823,1.0855288178438556,1.2094660175095244,0.3140956531124737,2.5720586641392464
3,101.0,3.0,14.850594281900777,1.7182923483098966,0.0,0.0,0.027329100198747788,0.0,-2.2366218376366844,0.5269191188054142,1.5128771944014852,2.709408655281328,0.474655335648733,0.8473773682751867,1.0855288178438556,1.2094660175095244,0.5152520453900477,1.0248741309354916
4,101.0,4.0,16.579266055095186,0.26557363843324194,0.0,0.0,0.02533356155208466,0.0,0.5450300664647942,0.8303348866132368,1.5128771944014852,2.350941471778168,0.4333002091504682,0.7587850822414571,1.0855288178438556,1.2094660175095244,0.4703598638106031,0.9177247715642122
5,101.0,5.0,6.78469353826514,0.24319454590697,0.0,0.0,0.05319002621299674,0.0,0.8308420524386632,-3.0910132881083854,1.5128771944014852,2.5342754133118888,0.6333951732022803,1.8381840100906637,1.0855288178438556,1.2094660175095244,0.6875687135942755,2.2232210941340425
6,101.0,6.0,14.076975080478835,1.2380564047995128,0.0,0.0,0.030431722983517744,0.0,-0.49757914310087353,-0.36491220375842365,1.5128771944014852,3.3685277121049455,0.9868045341423035,0.3744382800338147,1.0855288178438556,1.2094660175095244,1.0712047593904515,0.4528703753556139
7,101.0,7.0,17.282216463304227,2.5225823196127095,0.0,0.0,0.026357979728962644,0.0,-0.6010274042562579,0.6945892546230987,1.5128771944014852,1.926840686839022,0.9993758343057471,0.6007363873980412,1.0855288178438556,1.2094660175095244,1.0848512679956346,0.7265702460393678
8,101.0,8.0,20.20775602175351,3.5108315866581363,0.0,0.0,0.022026395801144665,0.0,-0.5121978140832567,1.3583443820650916,1.5128771944014852,2.2907737547259504,1.093327522066969,0.09743575330053707,1.0855288178438556,1.2094660175095244,1.1868385325455086,0.11784523250744107
9,101.0,9.0,13.379038088641455,-0.17042077138352124,0.0,0.0,0.035329483290869504,0.0,-0.004932379757348879,-0.16149010563992705,1.5128771944014852,2.1169093366231184,1.1265502432026007,0.9594464551543029,1.0855288178438556,1.2094660175095244,1.2229027537454271,1.1604178831291052
10,101.0,10.0,15.943472348244857,1.9530044451057935,0.0,0.0,0.05896841777764069,0.0,-0.09714791270913738,-0.7122074375226098,1.5128771944014852,3.8816477521437363,1.2976823138931872,1.1536390644555654,1.0855288178438556,1.2094660175095244,1.4086715481373506,1.3952872449304863
